TIPO DE MORTE;ANO;MÊS;DIA;HORA;BAIRRO DA OCORRENCIA;LOGRADOURO DA OCORRENCIA;GENERO;ETNIA;IDADE;PROFISSAO;ESCOLARIDADE;INSTRUMENTO UTILIZADO;ZONA
HOMICIDIO;2017;7;domingo;16:00-20:00;CIDADE DA ESPERANÇA;RUA BOAVENTURA;MASCULINO;PARDA;30;NI;NI;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2013;7;domingo;16:00-20:00;CIDADE DA ESPERANÇA;VIA PUBLICA;MASCULINO;NEGRA;43;FLANELINHA;ENSINO FUNDAMENTAL COMPLETO;ESPANCAMENTO;Oeste
HOMICIDIO;2015;5;domingo;20:00-24:00;CIDADE NOVA;R BELA VISTA, CIDADE NOVA;MASCULINO;PARDA;20;CARROCEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;4;domingo;16:00-20:00;CIDADE NOVA;R CABUGI;MASCULINO;NEGRA;19;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2013;3;domingo;16:00-20:00;CIDADE NOVA;R DANTAS BARRETO Nº 520;MASCULINO;PARDA;20;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2013;12;domingo;12:00-16:00;CIDADE NOVA;R DAS MARGARIDAS;MASCULINO;NEGRA;27;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2012;10;domingo;NI;CIDADE NOVA;R IVO FURTADO ;MASCULINO;BRANCA;22;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2013;12;domingo;NI;MÃE LUÍZA;R GUANABARA;MASCULINO;PARDA;19;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Leste
HOMICIDIO;2013;7;domingo;16:00-20:00;CIDADE NOVA;R PINHEIRO;MASCULINO;PARDA;29;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2016;5;domingo;20:00-24:00;CIDADE NOVA;RUA BELEM CAMARA;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2016;9;domingo;16:00-20:00;CIDADE NOVA;RUA SEBASTIAO PINHEIRO;MASCULINO;PARDA;20;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2015;1;domingo;NI;DIX-SEPT ROSADO;POXIMO AO CLUBE DA TELEMAR;MASCULINO;PARDA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2015;8;domingo;12:00-16:00;DIX-SEPT ROSADO;R DOS CAICOS ;MASCULINO;PARDA;19;JARDINEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;Oeste
HOMICIDIO;2015;7;domingo;08:00-12:00;DIX-SEPT ROSADO;AV AMINTAS BARROS;MASCULINO;PARDA;20;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;10;domingo;20:00-24:00;DIX-SEPT ROSADO;AV AMINTAS BARROS;MASCULINO;NEGRA;28;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2012;5;domingo;12:00-16:00;DIX-SEPT ROSADO;AV AMINTAS BARROS;MASCULINO;BRANCA;53;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;3;domingo;12:00-16:00;DIX-SEPT ROSADO;AV ANTONIO BASILIO;MASCULINO;NEGRA;55;POLICIAL MILITAR APOSENTADO;ENSINO SUPERIOR;ARMA DE FOGO;Oeste
HOMICIDIO;2014;6;domingo;16:00-20:00;DIX-SEPT ROSADO;AV CEL ESTEVAM;MASCULINO;PARDA;37;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2014;7;domingo;20:00-24:00;DIX-SEPT ROSADO;AV INTERVENTOR MARIO CAMARA;MASCULINO;NEGRA;22;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2015;10;domingo;16:00-20:00;FELIPE CAMARÃO;R SAO NICOLAU;FEMININO;NEGRA;27;AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2016;6;domingo;12:00-16:00;FELIPE CAMARÃO;RUA PEIXE BOI;MASCULINO;PARDA;18;AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2013;12;domingo;08:00-12:00;DIX-SEPT ROSADO;R FERNANDO GUILHERME;MASCULINO;PARDA;28;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2015;3;domingo;08:00-12:00;DIX-SEPT ROSADO;R SAO PEDRO EM FRENTE A CASA DE N° 59;MASCULINO;NEGRA;25;AUXILIAR DE MARCENEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2013;11;domingo;12:00-16:00;DIX-SEPT ROSADO;R SEVERINO SOARES;MASCULINO;PARDA;32;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;2;domingo;16:00-20:00;DIX-SEPT ROSADO;TV CEL ESTEVAM Nº 46 A;MASCULINO;BRANCA;20;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2014;2;domingo;20:00-24:00;DIX-SEPT ROSADO;TV SANTO APOLO Nº 97;MASCULINO;PARDA;20;AUXILIAR DE MECANICO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;2;domingo;16:00-20:00;CIDADE DA ESPERANÇA;AV CAP MOR GOUVEIA;MASCULINO;PARDA;23;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2017;10;domingo;04:00-08:00;DIX-SEPT ROSADO;RUA DOS CAICOS, PARQUE 13 DE MAIO, NO MERETO, PROXIMO AO BAR DO JAPI, NA CONVENIENCIA 24H, POR TRAS DA GERDAU, PROXIMO A QUADRA DE ESPORTES, PROXIMO A CRECHE CAMINHO FELIZ;MASCULINO;PARDA;29;NI;ENSINO FUNDAMENTAL INCOMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2015;5;domingo;04:00-08:00;FELIPE CAMARÃO;R DA TAMARINEIRA;MASCULINO;NEGRA;24;NI;NI;ARMA BRANCA;Oeste
HOMICIDIO;2012;12;domingo;NI;FELIPE CAMARÃO;R NOSSA SENHORA DO ROSARIO;MASCULINO;BRANCA;37;NI;NI;ARMA BRANCA;Oeste
HOMICIDIO;2015;4;domingo;12:00-16:00;FELIPE CAMARÃO;R PEIXE BOI;MASCULINO;NEGRA;38;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;Oeste
HOMICIDIO;2016;3;domingo;20:00-24:00;FELIPE CAMARÃO;R TUCUNARE, CJ PRAIA MAR;MASCULINO;NEGRA;23;LAVADOR DE CARRO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;Oeste
HOMICIDIO;2016;8;domingo;16:00-20:00;FELIPE CAMARÃO;RUA DO FIO , S/N;MASCULINO;PARDA;31;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2017;12;domingo;08:00-12:00;FELIPE CAMARÃO;RUA INDOMAR, Nº 4030, PROXIMO AO POSTO DE SAUDE;MASCULINO;PARDA;17;ESTUDANTE;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2014;4;domingo;20:00-24:00;FELIPE CAMARÃO;2ª TV SAO DOMINGOS;MASCULINO;BRANCA;23;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2015;2;domingo;20:00-24:00;FELIPE CAMARÃO;DENTRO DO CONDOMINIO EM FELIPE CAMARAO;MASCULINO;PARDA;31;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2017;12;domingo;08:00-12:00;FELIPE CAMARÃO;RUA SILVA COM TV SILVA;MASCULINO;PARDA;34;PEDREIRO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2012;5;domingo;00:00-04:00;FELIPE CAMARÃO;FAVELA DO FIO;MASCULINO;BRANCA;40;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2012;7;domingo;NI;FELIPE CAMARÃO;FAVELA DO FIO;MASCULINO;BRANCA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2014;6;domingo;16:00-20:00;FELIPE CAMARÃO;NA CALCADA DO BAR DO TONHO;MASCULINO;NEGRA;40;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;6;domingo;20:00-24:00;CIDADE NOVA;ENCONTRADO NA R DANTAS BARRETO ;MASCULINO;PARDA;20;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2013;3;domingo;00:00-04:00;CIDADE NOVA;R DANTAS BARRETO Nº 520;MASCULINO;PARDA;13;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2015;11;domingo;08:00-12:00;FELIPE CAMARÃO;R ANTONIO CAROLIUNO;MASCULINO;NEGRA;20;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2013;4;domingo;00:00-04:00;FELIPE CAMARÃO;R CARLOS ALEXANDRE Nº 7;MASCULINO;PARDA;21;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2012;12;domingo;NI;FELIPE CAMARÃO;R CORACAO DE JESUS;MASCULINO;BRANCA;30;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2012;5;domingo;04:00-08:00;FELIPE CAMARÃO;R DA FE -FAVELA DO FIO;MASCULINO;BRANCA;22;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2012;5;domingo;20:00-24:00;FELIPE CAMARÃO;R DA FE -FAVELA DO FIO;MASCULINO;BRANCA;34;SEM PROFISSAO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2012;11;domingo;NI;FELIPE CAMARÃO;R DA FE Nº 50;MASCULINO;BRANCA;25;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;4;domingo;00:00-04:00;FELIPE CAMARÃO;R DO FIO;MASCULINO;NEGRA;21;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;5;domingo;12:00-16:00;FELIPE CAMARÃO;R ESTRELA DO MAR;MASCULINO;NEGRA;25;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2012;10;domingo;NI;FELIPE CAMARÃO;R FELIPE DIAS;MASCULINO;BRANCA;27;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2013;3;domingo;20:00-24:00;FELIPE CAMARÃO;R FERRO CARDOSO;MASCULINO;PARDA;18;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2013;2;domingo;00:00-04:00;FELIPE CAMARÃO;"R MIRAI , EM FRENTE A Nº 24""A""";FEMININO;BRANCA;17;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2015;11;domingo;12:00-16:00;FELIPE CAMARÃO;R MIRASSOL;MASCULINO;NEGRA;26;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2015;11;domingo;12:00-16:00;FELIPE CAMARÃO;R MIRASSOL;MASCULINO;PARDA;23;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2016;2;domingo;20:00-24:00;FELIPE CAMARÃO;R NSA SRA DO ROSARIO;MASCULINO;PARDA;47;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;1;domingo;20:00-24:00;FELIPE CAMARÃO;R PADRE CICERO Nº 611;MASCULINO;BRANCA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2015;12;domingo;00:00-04:00;FELIPE CAMARÃO;R PEDRINHO BEZERRA AO LADO DO RESTAURANTE DA SOCORRO FELIPE CAMARAO;MASCULINO;PARDA;20;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
LESAO CORPORAL SEGUIDA DE MORTE;2013;7;domingo;16:00-20:00;FELIPE CAMARÃO;R POTIGUACU Nº 431;MASCULINO;PARDA;29;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2015;9;domingo;NI;FELIPE CAMARÃO;R PROF. ANTONIO TRIGUEIRO;MASCULINO;NEGRA;19;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2015;9;domingo;20:00-24:00;FELIPE CAMARÃO;R PROF. ANTONIO TRIGUEIRO;MASCULINO;NEGRA;26;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2015;6;domingo;16:00-20:00;FELIPE CAMARÃO;R PROF. ANTONIO TRIGUEIRO (EM FRENTE AO Nº640);MASCULINO;PARDA;21;PESCADOR;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;3;domingo;16:00-20:00;IGAPÓ;AV TOMAZ LANDIM;MASCULINO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2015;11;domingo;12:00-16:00;FELIPE CAMARÃO;R SANTA FE, NA FAVELA DO FIO;MASCULINO;BRANCA;16;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2015;11;domingo;12:00-16:00;FELIPE CAMARÃO;R SANTA FE, NA FAVELA DO FIO;MASCULINO;NEGRA;22;PINTOR;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2015;6;domingo;20:00-24:00;FELIPE CAMARÃO;R SANTA HELENA;MASCULINO;NEGRA;22;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2015;3;domingo;00:00-04:00;IGAPÓ;R SANTA LUZIA,1245, NO BAR ALTAS HORAS;FEMININO;PARDA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2013;11;domingo;12:00-16:00;FELIPE CAMARÃO;R TAMARINEIRA - CALCADA 14 DP NUMA KOMBI;MASCULINO;PARDA;16;MENOR SEM OCUPACAO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;6;domingo;12:00-16:00;FELIPE CAMARÃO;R TRAIRI Nº 245;MASCULINO;NEGRA;24;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;11;domingo;20:00-24:00;LAGOA AZUL;AV GUARARAPES;MASCULINO;PARDA;16;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA BRANCA;Norte
HOMICIDIO;2014;9;domingo;20:00-24:00;LAGOA AZUL;AV JOAO MEDEIROS FILHO;MASCULINO;PARDA;23;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2016;6;domingo;12:00-16:00;FELIPE CAMARÃO;RUA PEIXE BOI;MASCULINO;PARDA;28;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2015;5;domingo;04:00-08:00;FELIPE CAMARÃO;TV NOSSA SENHORA DO ROSARIO, NA COMUNIDADE DO FIO;MASCULINO;PARDA;25;NI;NI;ARMA DE FOGO;Oeste
LATROCINIO;2013;3;domingo;NI;FELIPE CAMARÃO;TV PAI CELESTIAL Nº 211;MASCULINO;PARDA;19;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2015;12;domingo;16:00-20:00;FELIPE CAMARÃO;TV SANTA ISABEL;FEMININO;NEGRA;40;EX DETENTO TRABALHADOR;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;7;domingo;NI;LAGOA AZUL;R DEPUTADO CLOVIS MOTA, EM FRENTE AO BAR ARENA BRASIL;MASCULINO;PARDA;26;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2015;6;domingo;20:00-24:00;FELIPE CAMARÃO;TV SANTA ISABEL, 71;MASCULINO;NEGRA;19;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2015;11;domingo;12:00-16:00;FELIPE CAMARÃO;TV SANTA ISABEL, PROX AO ANTIGO FORNO DO LIXO;MASCULINO;NEGRA;35;CATADOR DE RECICLAVEIS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2015;1;domingo;NI;FELIPE CAMARÃO;TV SANTA ISABEL, PROXIMO AO MERCADINHO SAO JOSE VP;MASCULINO;NEGRA;16;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2013;11;domingo;20:00-24:00;FELIPE CAMARÃO;TV SAO VICENTE ;MASCULINO;BRANCA;25;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2012;7;domingo;00:00-04:00;FELIPE CAMARÃO;TV SAO VICENTE (VIA PUBLICA);MASCULINO;BRANCA;24;CARROCEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2017;7;domingo;20:00-24:00;FELIPE CAMARÃO;RUA FRANCISCA CAMPOS, PE DO MORRO APOS A FUNDACAO BRADESCO, APOS O SUPER BOX NATAL;MASCULINO;PARDA;15;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2017;1;domingo;20:00-24:00;FELIPE CAMARÃO;RUA MAR E CEU, Nº 137;MASCULINO;PARDA;59;MOTORISTA;NI;ARMA BRANCA;Oeste
HOMICIDIO;2017;7;domingo;20:00-24:00;FELIPE CAMARÃO;RUA JOAQUIM CASTRO;MASCULINO;PARDA;38;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2014;2;domingo;12:00-16:00;GUARAPES;AST ANATALIA;MASCULINO;BRANCA;30;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;7;domingo;16:00-20:00;GUARAPES;EM FRENTE DO TERMINAL DE ONIBUS DA GUANABARA;MASCULINO;NEGRA;22;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2012;1;domingo;00:00-04:00;NOSSA SRA DA APRESENTAÇÃO;R SANTA ANA;MASCULINO;BRANCA;19;AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2016;8;domingo;20:00-24:00;GUARAPES;ENCONTRADO NA TV.IGAPO , EM FRENTE AO Nº 12;MASCULINO;PARDA;26;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;9;domingo;16:00-20:00;GUARAPES;NO CAMPO DE FUTEBOL DOS GUARAPES;MASCULINO;NEGRA;23;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2013;2;domingo;12:00-16:00;GUARAPES;R DAS VITORIAS , CONJUNTO DINARTE MARIZ ;MASCULINO;PARDA;16;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2013;2;domingo;12:00-16:00;GUARAPES;R DAS VITORIAS , CONJUNTO DINARTE MARIZ ;MASCULINO;PARDA;19;DESEMPREGADO;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2015;8;domingo;16:00-20:00;GUARAPES;R JARDIM BOTANICO;MASCULINO;NEGRA;24;SERVENTE DE OBRAS;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2012;6;domingo;16:00-20:00;NOSSA SRA DA APRESENTAÇÃO;NO BAIRRO VALE DOURADO;MASCULINO;BRANCA;21;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA BRANCA;Norte
HOMICIDIO;2014;6;domingo;16:00-20:00;GUARAPES;R NOVO GUARAPES, PROX. A QUADRA DE ESPORTE;MASCULINO;NEGRA;31;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2012;12;domingo;NI;GUARAPES;R OLGA BENARIO Nº 255;MASCULINO;PARDA;31;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2014;2;domingo;16:00-20:00;NOSSA SRA DA APRESENTAÇÃO;AV MARANGUAPE;FEMININO;PARDA;13;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2016;5;domingo;12:00-16:00;GUARAPES;RUA SAO JOSE (BAR INFERNINHO);MASCULINO;PARDA;33;NI;NI;ARMA DE FOGO;Oeste
HOMICIDIO;2013;6;domingo;08:00-12:00;NOSSA SRA DA APRESENTAÇÃO;R 22 DE JANEIRO Nº 22;MASCULINO;PARDA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2012;10;domingo;NI;IGAPÓ;2 TV SANTA LUZIA , VILA PARAISO;MASCULINO;PARDA;17;ESTUDANTE B;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2013;9;domingo;20:00-24:00;NOSSA SRA DA APRESENTAÇÃO;R ANTONIO SANTANA Nº 14;MASCULINO;PARDA;16;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2014;11;domingo;08:00-12:00;IGAPÓ;AV TOMAZ LANDIM;MASCULINO;PARDA;25;NI;NI;ARMA DE FOGO;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2012;11;domingo;NI;PLANALTO;R BOA ESPERANCA;MASCULINO;PARDA;24;AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2013;10;domingo;12:00-16:00;IGAPÓ;R HENRIQUE DIAS ;MASCULINO;NEGRA;33;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2012;4;domingo;20:00-24:00;IGAPÓ;R OLGA LUZIA S/N;MASCULINO;PARDA;17;AMBULANTE;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2015;11;domingo;16:00-20:00;IGAPÓ;R PASTOR JOSE MORAIS, 343;MASCULINO;NEGRA;21;SEM PROFISSAO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2015;3;domingo;NI;IGAPÓ;R PASTOR JOSE MORAIS, 381.I SAIDA DO BAR ALTAS HORAS;MASCULINO;NEGRA;19;PEDREIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2012;12;domingo;NI;IGAPÓ;R SANTA LUZIA Nº 1533 ,VILA PARAISO;MASCULINO;PARDA;18;ASG;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
FEMINICIDIO;2015;7;domingo;00:00-04:00;IGAPÓ;R SAO LUIZ, 31-B;FEMININO;BRANCA;51;PROPRIETARIO DE LOJAS;ENSINO SUPERIOR;ARMA DE FOGO;Norte
HOMICIDIO;2013;10;domingo;12:00-16:00;IGAPÓ;R SEBASTIAO GONCALVES S/N;MASCULINO;PARDA;25;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2014;7;domingo;16:00-20:00;PAJUÇARA;R DR ALVARO OSORIO DE ALMEIDA (EM FRENTE AO SUPERMERCADO REDE MAIS);MASCULINO;NEGRA;18;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2016;7;domingo;00:00-04:00;QUINTAS;RUA FELIZARDO MOURA ,S/N;MASCULINO;PARDA;25;AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Oeste
HOMICIDIO;2016;12;domingo;12:00-16:00;IGAPÓ;RUA SANTA LUZIA;MASCULINO;PARDA;19;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2015;4;domingo;08:00-12:00;IGAPÓ;TV SAO SEBASTIAO, VILA PARAISO;MASCULINO;PARDA;25;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2017;5;domingo;00:00-04:00;IGAPÓ;RUA PRESIDENTE MEDICI, POR TRAS DA LOJA INSINUANTE.;MASCULINO;PARDA;36;NI;NI;PEDRADA;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2017;6;domingo;16:00-20:00;IGAPÓ;RUA HENRIQUE DIAS;MASCULINO;NI;20;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2017;8;domingo;16:00-20:00;IGAPÓ;"RUA BELA VISTA, EM FRENTE A ""DETY""";MASCULINO;PARDA;22;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2014;2;domingo;08:00-12:00;LAGOA AZUL;FEIRA LIVRE DO CJ NOVA NATAL;MASCULINO;BRANCA;22;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;Norte
HOMICIDIO;2014;3;domingo;20:00-24:00;LAGOA AZUL;R DA FEIRA DO LOTEAMENTO LAGOA AZUL;MASCULINO;PARDA;24;BISCATEIRO;ENSINO FUNDAMENTAL COMPLETO;ARMA BRANCA;Norte
HOMICIDIO;2016;4;domingo;08:00-12:00;LAGOA AZUL;R PROFª MARIA ELIENE DE MORAIS, LOT. JEOVA;MASCULINO;NEGRA;19;SEM PROFISSAO;NI;ARMA BRANCA;Norte
LESAO CORPORAL SEGUIDA DE MORTE;2017;3;domingo;20:00-24:00;LAGOA AZUL;RUA UNIAO DA VITORIA DENTRO DE UM DEPOSITO DE MATERIAL DE CONTRUÇÃO;MASCULINO;PARDA;27;ESTUDANTE;NI;ARMA DE FOGO;Norte
HOMICIDIO;2014;11;domingo;16:00-20:00;LAGOA AZUL;AV AMELIA CRISTINA EM FRENTE A CASA DE N° 553 - LOTEAMENTO BOA ESPERANCA;MASCULINO;PARDA;32;NI;NI;ARMA DE FOGO;Norte
HOMICIDIO;2013;2;domingo;20:00-24:00;LAGOA AZUL;AV CIDADE PRAIA ;MASCULINO;PARDA;34;VENDEDOR AUTONOMO;ENSINO FUNDAMENTAL COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2016;5;domingo;12:00-16:00;PAJUÇARA;TV SAO SEBASTIAO, 12A, LOT NOVA REPUBLICA;MASCULINO;NEGRA;15;ESTUDANTE C;ENSINO MEDIO COMPLETO;ARMA DE FOGO;Norte
HOMICIDIO;2016;10;domingo;12:00-16:00;LAGOA AZUL;AV. NILA JALES - LOT BOA ESPERANÇA;MASCULINO;PARDA;20;DESEMPREGADO;NI;ARMA DE FOGO;Norte
HOMICIDIO;2014;11;domingo;16:00-20:00;LAGOA AZUL;CAMINHO NAO PAVIMENTADO, REGIAO DE MATAGAL, GRAMORE;MASCULINO;NEGRA;22;NI;NI;ARMA DE FOGO;Norte
